game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Marywood_Susquehanna_12-11-2021,Marywood,home,12-11-2021,111,"Selinsgrove, PA",2021-22 Women's Basketball. Round: 0. Marywood vs Susquehanna. Played at O. W.,200,16-71,6-23,4-10,21-23,44,8,5,16,2,5,42
Marywood_Susquehanna_12-11-2021,Susquehanna,away,12-11-2021,111,"Selinsgrove, PA",2021-22 Women's Basketball. Round: 0. Marywood vs Susquehanna. Played at O. W.,200,29-58,12-23,6-9,8-36,44,14,26,17,9,5,76
