game_id,Team,Home/Away,Date,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Susquehanna_Drew_1-7-2023,Susquehanna,home,1-7-2023,Baldwin Gym,"Reginald Fowler, David Mirel, Tyler Brown, Sr.",200,19-62,6-25,9-15,19-21,40,23,12,21,3,10,53
Susquehanna_Drew_1-7-2023,Drew,away,1-7-2023,Baldwin Gym,"Reginald Fowler, David Mirel, Tyler Brown, Sr.",200,17-44,5-13,20-28,11-27,38,16,11,23,3,10,59
