game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Elizabethtown_Randolph-Macon_3-8-2025,Elizabethtown,home,3-8-2025,578,"Ashland, Va. (Crenshaw Gymnasium)",NCAA Div. III Second Round,200,21-47,7-15,7-13,7-29,36,15,9,20,2,5,56
Elizabethtown_Randolph-Macon_3-8-2025,Randolph-Macon,away,3-8-2025,578,"Ashland, Va. (Crenshaw Gymnasium)",NCAA Div. III Second Round,200,21-67,7-25,13-18,19-20,39,11,14,9,1,10,62
