game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Stevens Institute_Moravian University_11-13-2022,Stevens Institute,home,11-13-2022,95,"York, Pa. - Charles Wolf Gymnasium",Game Three of the 15th Annual Coaches vs. Cancer Classic,250,30-75,4-13,23-28,11-48,59,34,13,23,2,8,87
Stevens Institute_Moravian University_11-13-2022,Moravian University,away,11-13-2022,95,"York, Pa. - Charles Wolf Gymnasium",Game Three of the 15th Annual Coaches vs. Cancer Classic,250,26-84,4-16,28-41,18-36,54,24,7,18,4,12,84
