game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
St. Vincent_Juniata_11-9-2021,St. Vincent,home,11-9-2021,155,Memorial Gymnasium,200,25-65,1-11,24-38,20-31,51,18,14,17,4,9,75
St. Vincent_Juniata_11-9-2021,Juniata,away,11-9-2021,155,Memorial Gymnasium,200,24-73,8-27,7-9,20-27,47,30,15,23,4,8,63
