game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Elmira_12-1-2021,Juniata,home,12-1-2021,79,"Elmira, NY",2021-22 Women's Basketball. Round: 0. Elmira vs Juniata. Played at Speidel Gym,200,21-78,9-33,11-14,22-27,49,19,19,15,1,10,62
Juniata_Elmira_12-1-2021,Elmira,away,12-1-2021,79,"Elmira, NY",2021-22 Women's Basketball. Round: 0. Elmira vs Juniata. Played at Speidel Gym,200,19-52,2-9,13-25,10-37,47,22,15,22,6,7,53
