game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Wm. Paterson_Scranton_11-11-2022,Wm. Paterson,home,11-11-2022,53,The Griffin Complex,"Patrick Sullivan, Tyler Brown, Kareem Smith",Gwynedd Mercy University Tip-Off Tournament,200,20-53,3-13,9-13,13-24,37,9,18,18,2,2,52
Wm. Paterson_Scranton_11-11-2022,Scranton,away,11-11-2022,53,The Griffin Complex,"Patrick Sullivan, Tyler Brown, Kareem Smith",Gwynedd Mercy University Tip-Off Tournament,200,28-68,5-24,7-8,16-21,37,14,20,11,5,6,68
