game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Wilkes_Marywood_11-10-2023,Wilkes,home,11-10-2023,232,"Insalaco Arena, Scranton, PA","Ryan Ransom, Jennifer Hornatinovic, Jeffrey O'Brien",200,22-66,4-21,8-10,11-25,36,16,16,13,3,12,56
Wilkes_Marywood_11-10-2023,Marywood,away,11-10-2023,232,"Insalaco Arena, Scranton, PA","Ryan Ransom, Jennifer Hornatinovic, Jeffrey O'Brien",200,18-58,3-14,11-13,14-34,48,15,13,24,2,4,50
