game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Susquehanna_Catholic_2-22-2024,Susquehanna,home,2-22-2024,398,"Franny Murray Court, Washington, DC",200,25-61,7-23,13-18,14-26,40,17,15,15,6,5,70
Susquehanna_Catholic_2-22-2024,Catholic,away,2-22-2024,398,"Franny Murray Court, Washington, DC",200,29-67,8-22,17-18,13-25,38,16,12,9,5,9,83
