game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Wilkes_12-9-2023,Juniata,home,12-9-2023,213,"Arnaud C. Marts Center, Wilkes-Barre, PA","Tony Blaisure, Michelle Liu, Lauren Dudziak",200,17-66,3-25,10-17,28-25,53,18,7,22,0,14,47
Juniata_Wilkes_12-9-2023,Wilkes,away,12-9-2023,213,"Arnaud C. Marts Center, Wilkes-Barre, PA","Tony Blaisure, Michelle Liu, Lauren Dudziak",200,26-54,4-16,7-16,8-25,33,16,12,17,4,15,63
