game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Moravian_Lancaster Bible_1-30-2021,Moravian,home,1-30-2021,25,"Lancaster, Pa.","Jarra Dennis, Daniel Esteves, Joe Bleacher",2020-21 Season Opener,200,24-58,8-20,9-12,10-21,31,18,20,13,6,6,65
Moravian_Lancaster Bible_1-30-2021,Lancaster Bible,away,1-30-2021,25,"Lancaster, Pa.","Jarra Dennis, Daniel Esteves, Joe Bleacher",2020-21 Season Opener,200,16-46,3-13,10-18,7-23,30,10,6,20,3,7,45
