game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Stevens_Catholic_11-12-2022,Stevens,home,11-12-2022,200,"York, Pa. - Charles Wolf Gymnasium",Game Two of the 15th Annual Coaches vs. Cancer Classic,200,21-54,6-18,10-14,16-25,41,22,9,26,4,7,58
Stevens_Catholic_11-12-2022,Catholic,away,11-12-2022,200,"York, Pa. - Charles Wolf Gymnasium",Game Two of the 15th Annual Coaches vs. Cancer Classic,200,22-59,4-12,18-23,15-18,33,18,7,15,1,14,66
