game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Lebanon Valley_1-4-2025,Juniata,home,1-4-2025,458,"Sorrentino Gymnasium, Annville, PA",200,15-58,3-16,8-11,9-27,36,7,4,16,0,7,41
Juniata_Lebanon Valley_1-4-2025,Lebanon Valley,away,1-4-2025,458,"Sorrentino Gymnasium, Annville, PA",200,24-61,3-13,2-4,11-35,46,13,14,18,4,10,53
