game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Elizabethtown_Drew_2-14-2024,Elizabethtown,home,2-14-2024,61,"Madison, NJ (Baldwin Gymnasium)",200,26-55,1-12,6-9,12-25,37,9,17,11,5,7,59
Elizabethtown_Drew_2-14-2024,Drew,away,2-14-2024,61,"Madison, NJ (Baldwin Gymnasium)",200,16-50,2-9,7-11,9-17,26,12,12,12,3,4,41
