game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Drew_Rutgers University-Camden_11-9-2022,Drew,home,11-9-2022,67,"Camden, NJ","Mike Camarota, Greg Tobias, Amanda Feldman",6 p.m,200,38-72,5-19,4-9,15-32,47,14,17,13,1,14,85
Drew_Rutgers University-Camden_11-9-2022,Rutgers University-Camden,away,11-9-2022,67,"Camden, NJ","Mike Camarota, Greg Tobias, Amanda Feldman",6 p.m,200,18-57,0-5,8-14,10-21,31,10,6,21,0,5,44
