game_id,Team,Home/Away,Date,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Drew_Catholic_3-4-2021,Drew,home,3-4-2021,"Franny Murray Court - Washington, D.C.","Gerda Gatling, Chris Boyer, Kelly Mitchell",200,27-64,2-11,10-14,10-21,31,22,10,13,4,11,66
Drew_Catholic_3-4-2021,Catholic,away,3-4-2021,"Franny Murray Court - Washington, D.C.","Gerda Gatling, Chris Boyer, Kelly Mitchell",200,27-53,7-18,20-28,9-29,38,18,13,18,0,7,81
