game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Catholic_Moravian_2-1-2025,Catholic,home,2-1-2025,216,"Johnston Hall, Bethlehem, PA","Bill McDougall, George Pavlou, Vince Pease",200,22-56,8-19,16-24,14-27,41,20,16,15,3,13,68
Catholic_Moravian_2-1-2025,Moravian,away,2-1-2025,216,"Johnston Hall, Bethlehem, PA","Bill McDougall, George Pavlou, Vince Pease",200,13-49,2-16,11-18,12-21,33,18,6,24,3,3,39
