game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Catholic_St. Mary's (MD)_11-22-2022,Catholic,home,11-22-2022,45,"Michael P. O'Brien Athletics & Recreation Center Arena, Saint Marys City, MD","Kirby Burkholder, Darren Foster, Tiffanie Drayton",200,27-70,4-14,5-10,21-33,54,14,12,16,2,12,63
Catholic_St. Mary's (MD)_11-22-2022,St. Mary's (MD),away,11-22-2022,45,"Michael P. O'Brien Athletics & Recreation Center Arena, Saint Marys City, MD","Kirby Burkholder, Darren Foster, Tiffanie Drayton",200,14-54,3-10,3-10,10-24,34,13,7,21,5,7,34
