game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Hunter_Lycoming_12-30-2023,Hunter,home,12-30-2023,134,"Lamade Gymnasium, Williamsport, PA","Ronald Green, Melinda Moore, Barry Vaughn",200,23-73,8-32,7-12,18-25,43,14,12,12,1,7,61
Hunter_Lycoming_12-30-2023,Lycoming,away,12-30-2023,134,"Lamade Gymnasium, Williamsport, PA","Ronald Green, Melinda Moore, Barry Vaughn",200,29-59,4-12,11-15,8-34,42,11,18,14,3,9,73
