game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Lycoming_Elizabethtown_11-12-2022,Lycoming,home,11-12-2022,98,"Lancaster, Pa. (Mayser Center)","Amanda Feldman,Shelbey Lorenzetty,Carolyn Allen",Terry Greene Tip-Off Classic,200,21-44,6-14,9-11,5-18,23,20,14,31,3,7,57
Lycoming_Elizabethtown_11-12-2022,Elizabethtown,away,11-12-2022,98,"Lancaster, Pa. (Mayser Center)","Amanda Feldman,Shelbey Lorenzetty,Carolyn Allen",Terry Greene Tip-Off Classic,200,29-64,6-15,16-23,18-18,36,16,17,21,3,15,80
