game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Scranton_Elizabethtown_2-22-2025,Scranton,home,2-22-2025,500,"Elizabethtown, Pa. (Thompson Gymnasium)",200,23-60,6-27,12-16,14-22,36,17,8,15,7,8,64
Scranton_Elizabethtown_2-22-2025,Elizabethtown,away,2-22-2025,500,"Elizabethtown, Pa. (Thompson Gymnasium)",200,22-53,8-14,18-21,9-25,34,16,11,11,6,9,70
