game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Drew_Elizabethtown_1-29-2022,Drew,home,1-29-2022,111,"Elizabethtown, Pa. (Thompson Gymnasium)","Kelly Callahan, Hillary Bower, Michael Henghan",Landmark Conference game,200,26-68,2-11,7-11,17-23,40,14,13,18,8,11,61
Drew_Elizabethtown_1-29-2022,Elizabethtown,away,1-29-2022,111,"Elizabethtown, Pa. (Thompson Gymnasium)","Kelly Callahan, Hillary Bower, Michael Henghan",Landmark Conference game,200,29-59,10-18,6-14,10-24,34,15,22,17,7,8,74
