game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Susquehanna_Drew_1-8-2025,Susquehanna,home,1-8-2025,82,"Baldwin Gym, Madison, NJ","Remond Palmer, Dominique Harris, Michael  Camarota",200,31-61,5-21,8-14,12-31,43,16,21,13,2,2,75
Susquehanna_Drew_1-8-2025,Drew,away,1-8-2025,82,"Baldwin Gym, Madison, NJ","Remond Palmer, Dominique Harris, Michael  Camarota",200,23-58,4-17,14-21,5-20,25,16,11,7,2,6,64
