game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Misericordia_Susquehanna_11-20-2022,Misericordia,home,11-20-2022,322,"O. W. Houts Gymnasium, Selinsgrove, PA","Montrell Cade, Cynthia Do, Kelly Callahan",200,19-55,8-26,25-33,12-23,35,10,10,14,1,13,71
Misericordia_Susquehanna_11-20-2022,Susquehanna,away,11-20-2022,322,"O. W. Houts Gymnasium, Selinsgrove, PA","Montrell Cade, Cynthia Do, Kelly Callahan",200,21-49,5-15,9-10,5-30,35,22,14,24,2,6,56
