game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Catholic_Drew_2-5-2022,Catholic,home,2-5-2022,245,"Baldwin Gym, Madison, NJ","Brian Anthony, Anthony Rangel, Clement Bottone",200,23-55,4-12,9-14,12-18,30,10,13,14,1,18,59
Catholic_Drew_2-5-2022,Drew,away,2-5-2022,245,"Baldwin Gym, Madison, NJ","Brian Anthony, Anthony Rangel, Clement Bottone",200,19-47,4-18,8-9,10-23,33,15,14,24,6,4,50
