game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Elizabethtown_Dickinson_11-16-2024,Elizabethtown,home,11-16-2024,195,"Carlisle, Pa. (Kline Center)","Sterling McRae,Mike Recek,Les Farley",200,29-62,11-18,14-17,12-27,39,15,17,14,4,13,83
Elizabethtown_Dickinson_11-16-2024,Dickinson,away,11-16-2024,195,"Carlisle, Pa. (Kline Center)","Sterling McRae,Mike Recek,Les Farley",200,19-58,3-18,7-11,14-22,36,14,9,20,4,9,48
