game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Tufts_Scranton_12-30-2022,Tufts,home,12-30-2022,188,"Canavan Arena, Hoboken, NJ","Dan DePasquale, Luis Torres, Mickeni Caldwell",200,22-63,5-22,10-13,14-24,38,24,13,12,4,4,59
Tufts_Scranton_12-30-2022,Scranton,away,12-30-2022,188,"Canavan Arena, Hoboken, NJ","Dan DePasquale, Luis Torres, Mickeni Caldwell",200,23-64,4-17,18-25,18-27,45,17,7,10,1,5,68
