game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Lancaster Bible_Susquehanna_12-8-2021,Lancaster Bible,home,12-8-2021,101,"Selinsgrove, PA",2021-22 Women's Basketball. Round: 0. Lancaster Bible vs Susquehanna. Played a,200,21-65,7-23,6-7,8-28,36,11,10,11,1,6,55
Lancaster Bible_Susquehanna_12-8-2021,Susquehanna,away,12-8-2021,101,"Selinsgrove, PA",2021-22 Women's Basketball. Round: 0. Lancaster Bible vs Susquehanna. Played a,200,26-62,8-24,4-7,10-37,47,10,21,17,5,5,64
