game_id,Team,Home/Away,Date,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Scranton_Catholic_2-19-2021,Scranton,home,2-19-2021,"Franny Murray Court - Washington, D.C.","Joseph Emerson, Katie Wood, Tonisha Montgomery",200,22-52,7-23,12-16,12-31,43,12,13,22,6,10,63
Scranton_Catholic_2-19-2021,Catholic,away,2-19-2021,"Franny Murray Court - Washington, D.C.","Joseph Emerson, Katie Wood, Tonisha Montgomery",200,17-56,6-19,6-12,11-20,31,16,7,16,0,10,46
