game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Lycoming_Penn College_11-21-2023,Lycoming,home,11-21-2023,267,"Williamsport, Pa. (Bardo Gym)",200,24-71,4-30,12-12,25-22,47,17,14,12,5,6,64
Lycoming_Penn College_11-21-2023,Penn College,away,11-21-2023,267,"Williamsport, Pa. (Bardo Gym)",200,19-50,6-17,10-16,5-17,22,15,12,14,2,6,54
