game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Stevens_Susquehanna_11-10-2021,Stevens,home,11-10-2021,103,"Selinsgrove, PA","Lamar Diamond,Melinda Moore,Donnie Souders",2021-22 Women's Basketball. Round: 0. Stevens vs Susquehanna. Played at O. W.,200,23-70,4-20,7-10,13-25,38,20,14,17,8,13,57
Stevens_Susquehanna_11-10-2021,Susquehanna,away,11-10-2021,103,"Selinsgrove, PA","Lamar Diamond,Melinda Moore,Donnie Souders",2021-22 Women's Basketball. Round: 0. Stevens vs Susquehanna. Played at O. W.,200,22-60,6-24,13-18,16-35,51,18,12,24,1,10,63
