game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Wm. Paterson_Drew_11-17-2021,Wm. Paterson,home,11-17-2021,138,"Baldwin Gym, Madison, NJ","Shanade Bernard, Brandon Apple, Mark Horn",200,21-63,5-17,11-17,16-22,38,13,11,20,3,10,58
Wm. Paterson_Drew_11-17-2021,Drew,away,11-17-2021,138,"Baldwin Gym, Madison, NJ","Shanade Bernard, Brandon Apple, Mark Horn",200,29-61,9-16,11-17,13-28,41,17,19,21,2,7,78
