game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Catholic_Elizabethtown_2-16-2022,Catholic,home,2-16-2022,156,"Elizabethtown, Pa. (Thompson Gymnasium)",Landmark Conference game,200,25-67,5-18,2-5,9-20,29,15,19,11,5,14,57
Catholic_Elizabethtown_2-16-2022,Elizabethtown,away,2-16-2022,156,"Elizabethtown, Pa. (Thompson Gymnasium)",Landmark Conference game,200,26-61,2-17,11-17,19-35,54,9,14,22,4,4,65
