game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Arcadia_11-21-2023,Juniata,home,11-21-2023,150,"Glenside, PA","Alexandra Velazquez,Bob Horne,Ramona Amaro",2023-24 Women's Basketball. Round: 0. Arcadia vs Juniata. Played at Alumni Gym,225,23-70,6-21,15-25,19-33,52,24,9,16,3,9,67
Juniata_Arcadia_11-21-2023,Arcadia,away,11-21-2023,150,"Glenside, PA","Alexandra Velazquez,Bob Horne,Ramona Amaro",2023-24 Women's Basketball. Round: 0. Arcadia vs Juniata. Played at Alumni Gym,225,21-63,8-29,18-31,17-33,50,18,15,15,9,4,68
