game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Western New Eng._Drew_11-12-2022,Western New Eng.,home,11-12-2022,70,"Baldwin Gym, Madison, NJ",200,23-62,3-16,7-10,14-30,44,21,11,23,2,8,56
Western New Eng._Drew_11-12-2022,Drew,away,11-12-2022,70,"Baldwin Gym, Madison, NJ",200,18-49,6-17,15-28,7-26,33,15,12,16,3,17,57
