game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Ohio Wesleyan_Elizabethtown_11-9-2024,Ohio Wesleyan,home,11-9-2024,250,"Elizabethtown, Pa. (Thompson Gymnasium)",Yonnie Kauffman Blue Jay Tournament Championship,200,28-65,6-19,10-14,21-20,41,15,15,16,1,9,72
Ohio Wesleyan_Elizabethtown_11-9-2024,Elizabethtown,away,11-9-2024,250,"Elizabethtown, Pa. (Thompson Gymnasium)",Yonnie Kauffman Blue Jay Tournament Championship,200,22-50,5-10,9-15,10-16,26,19,14,19,6,5,58
