game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Drew_Catholic_2-10-2024,Drew,home,2-10-2024,329,"Franny Murray Court, Washington, DC",200,15-63,2-23,7-13,17-29,46,12,6,17,2,8,39
Drew_Catholic_2-10-2024,Catholic,away,2-10-2024,329,"Franny Murray Court, Washington, DC",200,27-62,8-23,6-15,12-35,47,13,17,10,4,14,68
