game_id,Team,Home/Away,Date,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Elizabethtown_Goucher_1-19-2022,Elizabethtown,home,1-19-2022,"Decker Sports & Recreation Center, Towson, MD","Anthony Stevenson, Ramona Amaro, Jef Ralls",200,37-72,6-10,9-11,19-30,49,10,21,8,6,7,89
Elizabethtown_Goucher_1-19-2022,Goucher,away,1-19-2022,"Decker Sports & Recreation Center, Towson, MD","Anthony Stevenson, Ramona Amaro, Jef Ralls",200,21-60,2-8,8-12,9-17,26,15,6,11,3,5,52
