game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Elizabethtown_Scranton_2-25-2023,Elizabethtown,home,2-25-2023,1027,"John Long Center, Scranton, PA","Paolo Trujillo, Mark Horn, Ashley Olsen",200,20-55,5-17,9-11,11-27,38,11,7,15,5,0,54
Elizabethtown_Scranton_2-25-2023,Scranton,away,2-25-2023,1027,"John Long Center, Scranton, PA","Paolo Trujillo, Mark Horn, Ashley Olsen",200,25-64,11-24,8-10,13-25,38,15,15,7,4,10,69
