game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Goucher_Notre Dame (MD)_12-17-2022,Goucher,home,12-17-2022,54,"MBK Athletic Complex, Baltimore, MD",200,18-63,3-15,6-11,14-21,35,24,4,26,1,9,45
Goucher_Notre Dame (MD)_12-17-2022,Notre Dame (MD),away,12-17-2022,54,"MBK Athletic Complex, Baltimore, MD",200,20-52,2-10,26-35,12-24,36,15,12,19,3,11,68
