game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Wash. & Lee_11-19-2023,Juniata,home,11-19-2023,87,"Lexington, VA","Valentine Muhammad,Shelby Lorenzetty,Taacha Brown-Drummond",2023-24 Women's Basketball. Round: 0. Juniata vs Wash. & Lee. Played at Duchos,200,14-61,3-22,12-18,13-23,36,13,4,17,3,4,43
Juniata_Wash. & Lee_11-19-2023,Wash. & Lee,away,11-19-2023,87,"Lexington, VA","Valentine Muhammad,Shelby Lorenzetty,Taacha Brown-Drummond",2023-24 Women's Basketball. Round: 0. Juniata vs Wash. & Lee. Played at Duchos,200,31-71,11-34,6-9,18-36,54,16,23,16,10,12,79
