game_id,Team,Home/Away,Date,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Moravian_Catholic_12-7-2024,Moravian,home,12-7-2024,"Franny Murray Court, Washington, DC","Jenny Horvatinovic, Cheyenne Jennings, Lauren Dudciak",200,17-57,4-14,11-15,13-24,37,12,5,26,1,4,49
Moravian_Catholic_12-7-2024,Catholic,away,12-7-2024,"Franny Murray Court, Washington, DC","Jenny Horvatinovic, Cheyenne Jennings, Lauren Dudciak",200,33-73,9-26,12-15,16-28,44,17,20,13,7,15,87
