game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Moravian_Drew_1-31-2024,Moravian,home,1-31-2024,107,"Baldwin Gym, Madison, NJ","Sharvez Brown, Ramona Amaro, Mike  Camarota",200,21-64,2-17,14-22,16-23,39,17,11,13,3,8,58
Moravian_Drew_1-31-2024,Drew,away,1-31-2024,107,"Baldwin Gym, Madison, NJ","Sharvez Brown, Ramona Amaro, Mike  Camarota",200,24-53,6-13,12-14,7-29,36,20,13,18,3,7,66
