game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Wilkes_Roanoke_11-16-2024,Wilkes,home,11-16-2024,175,"Cregger Center, Salem, VA",200,11-53,6-24,8-16,6-27,33,16,7,23,1,7,36
Wilkes_Roanoke_11-16-2024,Roanoke,away,11-16-2024,175,"Cregger Center, Salem, VA",200,29-74,14-32,10-16,21-40,61,19,22,20,3,12,82
