game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Drew_FDU-Florham_12-16-2023,Drew,home,12-16-2023,100,"Ferguson Recreation Center, Madison, NJ",200,28-80,4-16,9-13,22-20,42,23,10,20,0,13,69
Drew_FDU-Florham_12-16-2023,FDU-Florham,away,12-16-2023,100,"Ferguson Recreation Center, Madison, NJ",200,26-52,8-18,16-25,12-33,45,15,15,27,8,11,76
