game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Grove City_11-11-2023,Juniata,home,11-11-2023,244,"York, Pa. - Charles Wolf Gymnasium",16th Annual Coaches vs. Cancer Consolation,200,15-54,7-28,15-24,13-31,44,18,9,23,4,6,52
Juniata_Grove City_11-11-2023,Grove City,away,11-11-2023,244,"York, Pa. - Charles Wolf Gymnasium",16th Annual Coaches vs. Cancer Consolation,200,31-77,5-24,6-14,20-29,49,18,18,12,7,9,73
