game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Moravian_Wilkes_1-17-2024,Moravian,home,1-17-2024,117,"Arnaud C. Marts Center, Wilkes-Barre, PA","Lori Ricci, Tarif Jackson, Larry Otis",200,19-64,5-19,17-23,16-23,39,24,10,14,2,11,60
Moravian_Wilkes_1-17-2024,Wilkes,away,1-17-2024,117,"Arnaud C. Marts Center, Wilkes-Barre, PA","Lori Ricci, Tarif Jackson, Larry Otis",200,20-49,4-19,22-30,10-32,42,19,10,21,4,9,66
