game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Catholic_Ithaca_3-4-2022,Catholic,home,3-4-2022,425,"Ben Light Gymnasium, Ithaca, NY",200,21-64,4-17,17-23,17-25,42,14,7,18,3,9,63
Catholic_Ithaca_3-4-2022,Ithaca,away,3-4-2022,425,"Ben Light Gymnasium, Ithaca, NY",200,28-63,7-18,12-14,10-27,37,13,18,17,8,13,75
