game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Elizabethtown_Goucher_2-18-2023,Elizabethtown,home,2-18-2023,214,"Towson, Md. (Decker Center)","Mike Kuhn,Lori Ryan,Donnie Souders",Landmark Conference game,200,25-58,6-17,18-23,9-29,38,14,10,15,4,9,74
Elizabethtown_Goucher_2-18-2023,Goucher,away,2-18-2023,214,"Towson, Md. (Decker Center)","Mike Kuhn,Lori Ryan,Donnie Souders",Landmark Conference game,200,22-66,4-15,8-13,18-26,44,22,8,20,0,7,56
