game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Elizabethtown_Susquehanna_12-7-2024,Elizabethtown,home,12-7-2024,361,"O. W. Houts Gymnasium, Selinsgrove, PA",200,23-55,1-13,15-20,8-25,33,14,6,13,2,5,62
Elizabethtown_Susquehanna_12-7-2024,Susquehanna,away,12-7-2024,361,"O. W. Houts Gymnasium, Selinsgrove, PA",200,19-48,4-13,11-14,4-27,31,20,10,18,3,5,53
