game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Elizabethtown_Moravian_2-4-2023,Elizabethtown,home,2-4-2023,417,"Bethlehem, Pa. (Johnston Hall)","Anthony Stevenson, Barry Vaughn, Stacey Smalls",Landmark Conference game,200,27-63,2-11,14-23,13-20,33,18,12,16,4,7,70
Elizabethtown_Moravian_2-4-2023,Moravian,away,2-4-2023,417,"Bethlehem, Pa. (Johnston Hall)","Anthony Stevenson, Barry Vaughn, Stacey Smalls",Landmark Conference game,200,26-56,5-10,18-22,9-26,35,20,18,18,6,9,75
