game_id,Team,Home/Away,Date,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Catholic_2-16-2021,Juniata,home,2-16-2021,"Franny Murray Court - Washington, D.C.","Walter Connor, Jennifer Carter, Kristie Watkins-Day",200,29-72,6-23,4-6,20-30,50,13,19,22,6,8,68
Juniata_Catholic_2-16-2021,Catholic,away,2-16-2021,"Franny Murray Court - Washington, D.C.","Walter Connor, Jennifer Carter, Kristie Watkins-Day",199,28-69,9-25,4-11,14-24,38,7,17,13,8,14,69
