game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Wis.-Whitewater_Lycoming_12-21-2024,Wis.-Whitewater,home,12-21-2024,183,"Ocean Center/Daytona Beach, Fla.","Justin Martinez, Van Berry, Lauren Carlson",Daytona Beach Shootout,200,28-57,7-22,16-24,16-25,41,20,20,13,4,12,79
Wis.-Whitewater_Lycoming_12-21-2024,Lycoming,away,12-21-2024,183,"Ocean Center/Daytona Beach, Fla.","Justin Martinez, Van Berry, Lauren Carlson",Daytona Beach Shootout,204,14-43,2-12,12-15,5-18,23,18,12,19,0,7,42
