game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Susquehanna_Elizabethtown_1-28-2023,Susquehanna,home,1-28-2023,180,"Elizabethtown, Pa. (Thompson Gymnasium)",Landmark Conference game,200,19-51,4-10,10-16,11-22,33,19,11,20,2,3,52
Susquehanna_Elizabethtown_1-28-2023,Elizabethtown,away,1-28-2023,180,"Elizabethtown, Pa. (Thompson Gymnasium)",Landmark Conference game,200,28-59,5-10,18-24,13-24,37,14,16,10,2,16,79
