game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Drew_Susquehanna_1-19-2022,Drew,home,1-19-2022,108,"O. W. Houts Gymnasium, Selinsgrove, PA","Hiliary Bower, Jennifer Horvatinovic, Anthony Rangel",200,33-61,3-10,14-23,15-27,42,18,19,17,5,9,83
Drew_Susquehanna_1-19-2022,Susquehanna,away,1-19-2022,108,"O. W. Houts Gymnasium, Selinsgrove, PA","Hiliary Bower, Jennifer Horvatinovic, Anthony Rangel",200,23-57,9-13,13-18,10-19,29,23,13,18,3,7,68
