game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Bates_Scranton_3-8-2025,Bates,home,3-8-2025,859,"John Long Center, Scranton, PA",200,20-54,5-18,4-8,6-24,30,21,11,12,3,0,49
Bates_Scranton_3-8-2025,Scranton,away,3-8-2025,859,"John Long Center, Scranton, PA",200,23-53,6-16,18-26,7-28,35,11,17,7,3,11,70
