game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Drew_Moravian_2-1-2023,Drew,home,2-1-2023,216,"Johnston Hall, Bethlehem, Pa.","Lou Moglino, Lauren Dudziak, Ashley Olsen",Landmark Conference game,200,17-51,8-23,10-17,12-21,33,17,11,22,4,7,52
Drew_Moravian_2-1-2023,Moravian,away,2-1-2023,216,"Johnston Hall, Bethlehem, Pa.","Lou Moglino, Lauren Dudziak, Ashley Olsen",Landmark Conference game,200,19-54,2-11,15-16,15-25,40,18,15,19,4,7,55
