game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Rutgers-Camden_Drew_1-6-2025,Rutgers-Camden,home,1-6-2025,39,"Baldwin Gym, Madison, NJ","Chris Bruno, Rodney Robinson, Katelyn Adams",200,22-62,4-21,11-16,20-35,55,19,17,30,0,5,59
Rutgers-Camden_Drew_1-6-2025,Drew,away,1-6-2025,39,"Baldwin Gym, Madison, NJ","Chris Bruno, Rodney Robinson, Katelyn Adams",200,28-70,3-17,19-21,8-23,31,19,17,10,3,17,78
