game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Goucher_Susquehanna_2-5-2025,Goucher,home,2-5-2025,121,"O. W. Houts Gymnasium, Selinsgrove, PA",200,24-83,5-30,14-23,12-29,41,26,8,18,2,15,67
Goucher_Susquehanna_2-5-2025,Susquehanna,away,2-5-2025,121,"O. W. Houts Gymnasium, Selinsgrove, PA",200,39-86,0-15,16-28,24-50,74,15,23,22,3,10,94
