game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Drew_1-22-2022,Juniata,home,1-22-2022,68,"Madison, NJ","Derrick Lyons,Armando Davis,Katelyn Adams",2021-22 Women's Basketball. Round: 0. Drew vs Juniata. Played at Baldwin Gym.,200,13-56,3-21,13-24,15-26,41,25,10,22,0,4,42
Juniata_Drew_1-22-2022,Drew,away,1-22-2022,68,"Madison, NJ","Derrick Lyons,Armando Davis,Katelyn Adams",2021-22 Women's Basketball. Round: 0. Drew vs Juniata. Played at Baldwin Gym.,200,27-60,2-9,21-28,11-32,43,20,16,14,7,16,77
