game_id,Team,Home/Away,Date,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Scranton_NYU_3-11-2022,Scranton,home,3-11-2022,"DeVos Fieldhouse, Holland, MI","Althea Bufford, Christopher Boyer, Mark Gines",200,20-51,6-17,8-12,5-24,29,15,6,21,4,9,54
Scranton_NYU_3-11-2022,NYU,away,3-11-2022,"DeVos Fieldhouse, Holland, MI","Althea Bufford, Christopher Boyer, Mark Gines",200,25-57,11-26,12-13,7-28,35,11,16,17,4,11,73
