game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
King's (PA)_Scranton_11-20-2021,King's (PA),home,11-20-2021,350,"Scranton, PA",2021-22 Women's Basketball. Round: 0. King's (PA) vs Scranton. Played at John,200,20-60,11-36,5-9,6-19,25,17,10,10,1,8,56
King's (PA)_Scranton_11-20-2021,Scranton,away,11-20-2021,350,"Scranton, PA",2021-22 Women's Basketball. Round: 0. King's (PA) vs Scranton. Played at John,200,32-68,7-20,9-14,19-35,54,17,16,12,6,8,80
