game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Susquehanna_1-18-2023,Juniata,home,1-18-2023,214,"O. W. Houts Gymnasium, Selinsgrove, PA",200,21-64,4-23,4-8,13-24,37,12,6,17,2,13,50
Juniata_Susquehanna_1-18-2023,Susquehanna,away,1-18-2023,214,"O. W. Houts Gymnasium, Selinsgrove, PA",200,27-61,4-20,5-11,15-32,47,13,18,21,4,10,63
