game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Stevenson_Elizabethtown_1-3-2022,Stevenson,home,1-3-2022,77,"Elizabethtown, Pa. (Thompson Gymnasium)",200,21-62,3-14,5-10,15-21,36,10,11,19,8,11,50
Stevenson_Elizabethtown_1-3-2022,Elizabethtown,away,1-3-2022,77,"Elizabethtown, Pa. (Thompson Gymnasium)",200,27-61,7-14,4-10,16-26,42,5,17,19,4,10,65
